fecha,dia_inicio,dia_cuarentena_dnu260,osm_admin_level_2,osm_admin_level_4,osm_admin_level_8,tot_casosconf,nue_casosconf_diff,tot_fallecidos,nue_fallecidos_diff,tot_recuperados,tot_terapia,test_RT-PCR_negativos,test_RT-PCR_total,transmision_tipo,informe_tipo,informe_link,observacion,covid19argentina_admin_level_4
18/8/2021,532,,,Formosa,,5102440,75,109537,3,Formosa,3,,,,,,,
18/8/2021,532,,,Jujuy,,5102595,155,109540,3,Jujuy,3,,,,,,,
18/8/2021,532,,,La Pampa,,5102782,187,109550,10,La Pampa,10,,,,,,,
18/8/2021,532,,,La Rioja,,5102888,106,109563,13,La Rioja,13,,,,,,,
18/8/2021,532,,,Mendoza,,5103239,351,109574,11,Mendoza,11,,,,,,,
18/8/2021,532,,,Misiones,,5103464,225,109574,,,,,,,,,,
18/8/2021,532,,,Neuquén,,5103668,204,109576,2,Neuquén,2,,,,,,,
18/8/2021,532,,,Río Negro,,5103958,290,109581,5,Río Negro,5,,,,,,,
18/8/2021,532,,,Salta,,5104253,295,109597,16,Salta,16,,,,,,,
18/8/2021,532,,,San Juan,,5104599,346,109600,3,San Juan,3,,,,,,,
18/8/2021,532,,,San Luis,,5104690,91,109616,16,San Luis,16,,,,,,,
18/8/2021,532,,,Santa Cruz,,5104761,71,109618,2,Santa Cruz,2,,,,,,,
18/8/2021,532,,,Santa Fe,,5105524,763,109645,27,Santa Fe,27,,,,,,,
18/8/2021,532,,,Santiago del Estero,,5105663,139,109650,5,Santiago del Estero,5,,,,,,,
18/8/2021,532,,,Tierra del Fuego,,5105705,42,109652,2,Tierra del Fuego,2,,,,,,,
18/8/2021,532,,,Tucumán,,5106207,502,109652,,,,,,,,,,
18/8/2021,532,,,Indeterminado,,5106207,0,109652,0,,,,,,,,,
19/8/2021,533,,,Buenos Aires,,5108512,2305,109712,60,,,,,,,,,
19/8/2021,533,,,CABA,,5109053,541,109721,9,,,,,,,,,
19/8/2021,533,,,Catamarca,,5109227,174,109721,,,,,,,,,,
19/8/2021,533,,,Chaco,,5109530,303,109728,7,,,,,,,,,
19/8/2021,533,,,Chubut,,5109751,221,109730,2,,,,,,,,,
19/8/2021,533,,,Córdoba,,5111399,1648,109744,14,,,,,,,,,
19/8/2021,533,,,Corrientes,,5111420,21,109752,8,,,,,,,,,
19/8/2021,533,,,Entre Ríos,,5111678,258,109755,3,,,,,,,,,
19/8/2021,533,,,Formosa,,5111912,234,109757,2,,,,,,,,,
19/8/2021,533,,,Jujuy,,5112059,147,109760,3,,,,,,,,,
19/8/2021,533,,,La Pampa,,5112237,178,109760,,,,,,,,,,
19/8/2021,533,,,La Rioja,,5112382,145,109764,4,,,,,,,,,
19/8/2021,533,,,Mendoza,,5112704,322,109782,18,,,,,,,,,
19/8/2021,533,,,Misiones,,5112873,169,109790,8,,,,,,,,,
19/8/2021,533,,,Neuquén,,5113020,147,109791,1,,,,,,,,,
19/8/2021,533,,,Río Negro,,5113247,227,109796,5,,,,,,,,,
19/8/2021,533,,,Salta,,5113592,345,109802,6,,,,,,,,,
19/8/2021,533,,,San Juan,,5114608,1016,109807,5,,,,,,,,,
19/8/2021,533,,,San Luis,,5114831,223,109809,2,,,,,,,,,
19/8/2021,533,,,Santa Cruz,,5114881,50,109810,1,,,,,,,,,
19/8/2021,533,,,Santa Fe,,5115606,725,109838,28,,,,,,,,,
19/8/2021,533,,,Santiago del Estero,,5115859,253,109840,2,,,,,,,,,
19/8/2021,533,,,Tierra del Fuego,,5115901,42,109841,1,,,,,,,,,
19/8/2021,533,,,Tucumán,,5116803,902,109841,,,,,,,,,,
19/8/2021,533,,,Indeterminado,,5116803,0,109841,0,,,,,,,,,
20/8/2021,534,,,Buenos Aires,,5118817,2014,109939,98,,,,,,,,,
20/8/2021,534,,,CABA,,5119294,477,109953,14,,,,,,,,,
20/8/2021,534,,,Catamarca,,5119550,256,109953,,,,,,,,,,
20/8/2021,534,,,Chaco,,5119756,206,109960,7,,,,,,,,,
20/8/2021,534,,,Chubut,,5119921,165,109964,4,,,,,,,,,
20/8/2021,534,,,Córdoba,,5121386,1465,109980,16,,,,,,,,,
20/8/2021,534,,,Corrientes,,5121393,7,109990,10,,,,,,,,,
20/8/2021,534,,,Entre Ríos,,5121572,179,109992,2,,,,,,,,,
20/8/2021,534,,,Formosa,,5121733,161,109995,3,,,,,,,,,
20/8/2021,534,,,Jujuy,,5121839,106,109995,,,,,,,,,,
20/8/2021,534,,,La Pampa,,5122009,170,109998,3,,,,,,,,,
20/8/2021,534,,,La Rioja,,5122152,143,109998,,,,,,,,,,
20/8/2021,534,,,Mendoza,,5122430,278,110012,14,,,,,,,,,
20/8/2021,534,,,Misiones,,5122615,185,110014,2,,,,,,,,,
20/8/2021,534,,,Neuquén,,5122764,149,110016,2,,,,,,,,,
20/8/2021,534,,,Río Negro,,5122966,202,110019,3,,,,,,,,,
20/8/2021,534,,,Salta,,5123238,272,110032,13,,,,,,,,,
20/8/2021,534,,,San Juan,,5123420,182,110034,2,,,,,,,,,
20/8/2021,534,,,San Luis,,5123547,127,110041,7,,,,,,,,,
20/8/2021,534,,,Santa Cruz,,5123568,21,110041,,,,,,,,,,
20/8/2021,534,,,Santa Fe,,5124093,525,110051,10,,,,,,,,,
20/8/2021,534,,,Santiago del Estero,,5124274,181,110055,4,,,,,,,,,
20/8/2021,534,,,Tierra del Fuego,,5124303,29,110056,1,,,,,,,,,
20/8/2021,534,,,Tucumán,,5124963,660,110070,14,,,,,,,,,
20/8/2021,534,,,Indeterminado,,5124963,0,110070,0,,,,,,,,,
21/8/2021,535,,,Buenos Aires,,5126359,1396,110145,75,Buenos Aires,75,,,,,,,
21/8/2021,535,,,CABA,,5126766,407,110152,7,CABA,7,,,,,,,
21/8/2021,535,,,Catamarca,,5126877,111,110152,,,,,,,,,,
21/8/2021,535,,,Chaco,,5127077,200,110152,,,,,,,,,,
21/8/2021,535,,,Chubut,,5127188,111,110153,1,Chubut,1,,,,,,,
21/8/2021,535,,,Córdoba,,5128103,915,110165,12,Córdoba,12,,,,,,,
21/8/2021,535,,,Corrientes,,5128118,15,110183,18,Corrientes,18,,,,,,,
21/8/2021,535,,,Entre Ríos,,5128254,136,110184,1,Entre Ríos,1,,,,,,,
21/8/2021,535,,,Formosa,,5128408,154,110185,1,Formosa,1,,,,,,,
21/8/2021,535,,,Jujuy,,5128483,75,110188,3,Jujuy,3,,,,,,,
21/8/2021,535,,,La Pampa,,5128592,109,110189,1,La Pampa,1,,,,,,,
21/8/2021,535,,,La Rioja,,5128698,106,110199,10,La Rioja,10,,,,,,,
21/8/2021,535,,,Mendoza,,5128883,185,110213,14,Mendoza,14,,,,,,,
21/8/2021,535,,,Misiones,,5129067,184,110214,1,Misiones,1,,,,,,,
21/8/2021,535,,,Neuquén,,5129160,93,110214,,,,,,,,,,
21/8/2021,535,,,Río Negro,,5129310,150,110214,,,,,,,,,,
21/8/2021,535,,,Salta,,5129512,202,110215,1,Salta,1,,,,,,,
21/8/2021,535,,,San Juan,,5129632,120,110216,1,San Juan,1,,,,,,,
21/8/2021,535,,,San Luis,,5129777,145,110216,,,,,,,,,,
21/8/2021,535,,,Santa Cruz,,5129796,19,110216,,,,,,,,,,
21/8/2021,535,,,Santa Fe,,5130281,485,110216,,,,,,,,,,
21/8/2021,535,,,Santiago del Estero,,5130460,179,110217,1,Santiago del Estero,1,,,,,,,
21/8/2021,535,,,Tierra del Fuego,,5130482,22,110217,,,,,,,,,,
21/8/2021,535,,,Tucumán,,5130852,370,110217,,,,,,,,,,
21/8/2021,535,,,Indeterminado,,5130852,0,110217,0,,,,,,,,,
22/8/2021,536,,,Buenos Aires,,5131533,681,110282,65,Buenos Aires,65,,,,,,,
22/8/2021,536,,,CABA,,5131870,337,110283,1,CABA,1,,,,,,,
22/8/2021,536,,,Catamarca,,5131926,56,110283,,,,,,,,,,
22/8/2021,536,,,Chaco,,5132043,117,110285,2,Chaco,2,,,,,,,
22/8/2021,536,,,Chubut,,5132068,25,110286,1,Chubut,1,,,,,,,
22/8/2021,536,,,Córdoba,,5132430,362,110301,15,Córdoba,15,,,,,,,
22/8/2021,536,,,Corrientes,,5132431,1,110305,4,Corrientes,4,,,,,,,
22/8/2021,536,,,Entre Ríos,,5132533,102,110305,,,,,,,,,,
22/8/2021,536,,,Formosa,,5132640,107,110305,,,,,,,,,,
22/8/2021,536,,,Jujuy,,5132708,68,110308,3,Jujuy,3,,,,,,,
22/8/2021,536,,,La Pampa,,5132775,67,110308,,,,,,,,,,
22/8/2021,536,,,La Rioja,,5132814,39,110316,8,La Rioja,8,,,,,,,
22/8/2021,536,,,Mendoza,,5132889,75,110330,14,Mendoza,14,,,,,,,
22/8/2021,536,,,Misiones,,5133010,121,110332,2,Misiones,2,,,,,,,
22/8/2021,536,,,Neuquén,,5133089,79,110332,,,,,,,,,,
22/8/2021,536,,,Río Negro,,5133141,52,110333,1,Río Negro,1,,,,,,,
22/8/2021,536,,,Salta,,5133203,62,110340,7,Salta,7,,,,,,,
22/8/2021,536,,,San Juan,,5133272,69,110344,4,San Juan,4,,,,,,,
22/8/2021,536,,,San Luis,,5133362,90,110344,,,,,,,,,,
22/8/2021,536,,,Santa Cruz,,5133371,9,110345,1,Santa Cruz,1,,,,,,,
22/8/2021,536,,,Santa Fe,,5133557,186,110349,4,Santa Fe,4,,,,,,,
22/8/2021,536,,,Santiago del Estero,,5133752,195,110352,3,Santiago del Estero,3,,,,,,,
22/8/2021,536,,,Tierra del Fuego,,5133769,17,110352,,,,,,,,,,
22/8/2021,536,,,Tucumán,,5133831,62,110352,,,,,,,,,,
22/8/2021,536,,,Indeterminado,,5133831,0,110352,0,,,,,,,,,
23/8/2021,537,,,Buenos Aires,,5135291,1460,110429,77,Buenos Aires,77,,,,,,,
23/8/2021,537,,,CABA,,5135634,343,110434,5,CABA,5,,,,,,,
23/8/2021,537,,,Catamarca,,5135802,168,110454,20,Catamarca,20,,,,,,,
23/8/2021,537,,,Chaco,,5136017,215,110460,6,Chaco,6,,,,,,,
23/8/2021,537,,,Chubut,,5136209,192,110464,4,Chubut,4,,,,,,,
23/8/2021,537,,,Córdoba,,5137250,1041,110486,22,Córdoba,22,,,,,,,
23/8/2021,537,,,Corrientes,,5137262,12,110490,4,Corrientes,4,,,,,,,
23/8/2021,537,,,Entre Ríos,,5137391,129,110505,15,Entre Ríos,15,,,,,,,
23/8/2021,537,,,Formosa,,5137493,102,110512,7,Formosa,7,,,,,,,
23/8/2021,537,,,Jujuy,,5137553,60,110514,2,Jujuy,2,,,,,,,
23/8/2021,537,,,La Pampa,,5137688,135,110518,4,La Pampa,4,,,,,,,
23/8/2021,537,,,La Rioja,,5137779,91,110518,,,,,,,,,,
23/8/2021,537,,,Mendoza,,5137975,196,110530,12,Mendoza,12,,,,,,,
23/8/2021,537,,,Misiones,,5138143,168,110539,9,Misiones,9,,,,,,,
23/8/2021,537,,,Neuquén,,5138256,113,110541,2,Neuquén,2,,,,,,,
23/8/2021,537,,,Río Negro,,5138411,155,110550,9,Río Negro,9,,,,,,,
23/8/2021,537,,,Salta,,5138557,146,110566,16,Salta,16,,,,,,,
23/8/2021,537,,,San Juan,,5138595,38,110574,8,San Juan,8,,,,,,,
23/8/2021,537,,,San Luis,,5138685,90,110589,15,San Luis,15,,,,,,,
23/8/2021,537,,,Santa Cruz,,5138724,39,110589,,,,,,,,,,
23/8/2021,537,,,Santa Fe,,5139156,432,110603,14,Santa Fe,14,,,,,,,
23/8/2021,537,,,Santiago del Estero,,5139277,121,110607,4,Santiago del Estero,4,,,,,,,
23/8/2021,537,,,Tierra del Fuego,,5139296,19,110607,,,,,,,,,,
23/8/2021,537,,,Tucumán,,5139966,670,110609,2,Tucumán,2,,,,,,,
23/8/2021,537,,,Indeterminado,,5139966,0,110608,-1,,,,,,,,,
24/8/2021,538,,,Buenos Aires,,5141992,2026,110651,43,,,,,,,,,
24/8/2021,538,,,CABA,,5142408,416,110664,13,,,,,,,,,
24/8/2021,538,,,Catamarca,,5142685,277,110665,1,,,,,,,,,
24/8/2021,538,,,Chaco,,5142880,195,110673,8,,,,,,,,,
24/8/2021,538,,,Chubut,,5143020,140,110674,1,,,,,,,,,
24/8/2021,538,,,Córdoba,,5144387,1367,110701,27,,,,,,,,,
24/8/2021,538,,,Corrientes,,5144409,22,110728,27,,,,,,,,,
24/8/2021,538,,,Entre Ríos,,5144597,188,110729,1,,,,,,,,,
24/8/2021,538,,,Formosa,,5144716,119,110729,,,,,,,,,,
24/8/2021,538,,,Jujuy,,5144799,83,110730,1,,,,,,,,,
24/8/2021,538,,,La Pampa,,5144896,97,110730,,,,,,,,,,
24/8/2021,538,,,La Rioja,,5144953,57,110730,,,,,,,,,,
24/8/2021,538,,,Mendoza,,5145243,290,110743,13,,,,,,,,,
24/8/2021,538,,,Misiones,,5145361,118,110748,5,,,,,,,,,
24/8/2021,538,,,Neuquén,,5145498,137,110748,,,,,,,,,,
24/8/2021,538,,,Río Negro,,5145671,173,110754,6,,,,,,,,,
24/8/2021,538,,,Salta,,5145916,245,110759,5,,,,,,,,,
24/8/2021,538,,,San Juan,,5146895,979,110762,3,,,,,,,,,
24/8/2021,538,,,San Luis,,5146955,60,110764,2,,,,,,,,,
24/8/2021,538,,,Santa Cruz,,5147018,63,110764,,,,,,,,,,
24/8/2021,538,,,Santa Fe,,5147502,484,110784,20,,,,,,,,,
24/8/2021,538,,,Santiago del Estero,,5147612,110,110791,7,,,,,,,,,
24/8/2021,538,,,Tierra del Fuego,,5147639,27,110792,1,,,,,,,,,
24/8/2021,538,,,Tucumán,,5148085,446,110806,14,,,,,,,,,
24/8/2021,538,,,Indeterminado,,5148085,0,110805,-1,,,,,,,,,
25/8/2021,539,,,Buenos Aires,,5150014,1929,110815,10,Buenos Aires,10,,,,,,,
25/8/2021,539,,,CABA,,5150433,419,110820,5,CABA,5,,,,,,,
25/8/2021,539,,,Catamarca,,5150666,233,110820,,,,,,,,,,
25/8/2021,539,,,Chaco,,5150855,189,110822,2,Chaco,2,,,,,,,
25/8/2021,539,,,Chubut,,5151066,211,110829,7,Chubut,7,,,,,,,
25/8/2021,539,,,Córdoba,,5152050,984,110864,35,Córdoba,35,,,,,,,
25/8/2021,539,,,Corrientes,,5152060,10,110868,4,Corrientes,4,,,,,,,
25/8/2021,539,,,Entre Ríos,,5152254,194,110873,5,Entre Ríos,5,,,,,,,
25/8/2021,539,,,Formosa,,5152376,122,110878,5,Formosa,5,,,,,,,
25/8/2021,539,,,Jujuy,,5152489,113,110879,1,Jujuy,1,,,,,,,
25/8/2021,539,,,La Pampa,,5152592,103,110885,6,La Pampa,6,,,,,,,
25/8/2021,539,,,La Rioja,,5152665,73,110885,,,,,,,,,,
25/8/2021,539,,,Mendoza,,5152905,240,110902,17,Mendoza,17,,,,,,,
25/8/2021,539,,,Misiones,,5153096,191,110907,5,Misiones,5,,,,,,,
25/8/2021,539,,,Neuquén,,5153235,139,110907,,,,,,,,,,
25/8/2021,539,,,Río Negro,,5153397,162,110907,,,,,,,,,,
25/8/2021,539,,,Salta,,5153568,171,110929,22,Salta,22,,,,,,,
25/8/2021,539,,,San Juan,,5153648,80,110930,1,San Juan,1,,,,,,,
25/8/2021,539,,,San Luis,,5153718,70,110932,2,San Luis,2,,,,,,,
25/8/2021,539,,,Santa Cruz,,5153763,45,110932,,,,,,,,,,
25/8/2021,539,,,Santa Fe,,5154157,394,110951,19,Santa Fe,19,,,,,,,
25/8/2021,539,,,Santiago del Estero,,5154341,184,110952,1,Santiago del Estero,1,,,,,,,
25/8/2021,539,,,Tierra del Fuego,,5154381,40,110952,,,,,,,,,,
25/8/2021,539,,,Tucumán,,5155079,698,110966,14,Tucumán,14,,,,,,,
25/8/2021,539,,,Indeterminado,,5155079,0,110966,0,,,,,,,,,
26/8/2021,540,,,Buenos Aires,,5156773,1694,110980,14,Buenos Aires,14,,,,,,,
26/8/2021,540,,,CABA,,5157106,333,110987,7,CABA,7,,,,,,,
26/8/2021,540,,,Catamarca,,5157302,196,110987,,,,,,,,,,
26/8/2021,540,,,Chaco,,5157436,134,110990,3,Chaco,3,,,,,,,
26/8/2021,540,,,Chubut,,5157610,174,110995,5,Chubut,5,,,,,,,
26/8/2021,540,,,Córdoba,,5158544,934,111009,14,Córdoba,14,,,,,,,
26/8/2021,540,,,Corrientes,,5158559,15,111024,15,Corrientes,15,,,,,,,
26/8/2021,540,,,Entre Ríos,,5158735,176,111027,3,Entre Ríos,3,,,,,,,
26/8/2021,540,,,Formosa,,5158833,98,111030,3,Formosa,3,,,,,,,
26/8/2021,540,,,Jujuy,,5158924,91,111031,1,Jujuy,1,,,,,,,
26/8/2021,540,,,La Pampa,,5159036,112,111032,1,La Pampa,1,,,,,,,
26/8/2021,540,,,La Rioja,,5159138,102,111032,,,,,,,,,,
26/8/2021,540,,,Mendoza,,5159356,218,111044,12,Mendoza,12,,,,,,,
26/8/2021,540,,,Misiones,,5159506,150,111047,3,Misiones,3,,,,,,,
26/8/2021,540,,,Neuquén,,5159611,105,111052,5,Neuquén,5,,,,,,,
26/8/2021,540,,,Río Negro,,5159780,169,111056,4,Río Negro,4,,,,,,,
26/8/2021,540,,,Salta,,5159969,189,111075,19,Salta,19,,,,,,,
26/8/2021,540,,,San Juan,,5160889,920,111077,2,San Juan,2,,,,,,,
26/8/2021,540,,,San Luis,,5160997,108,111080,3,San Luis,3,,,,,,,
26/8/2021,540,,,Santa Cruz,,5161026,29,111081,1,Santa Cruz,1,,,,,,,
26/8/2021,540,,,Santa Fe,,5161397,371,111094,13,Santa Fe,13,,,,,,,
26/8/2021,540,,,Santiago del Estero,,5161564,167,111096,2,Santiago del Estero,2,,,,,,,
26/8/2021,540,,,Tierra del Fuego,,5161585,21,111097,1,Tierra del Fuego,1,,,,,,,
26/8/2021,540,,,Tucumán,,5161926,341,111117,20,Tucumán,20,,,,,,,
26/8/2021,540,,,Indeterminado,,5161926,0,111117,0,,,,,,,,,
27/8/2021,541,,,Buenos Aires,,5163401,1475,111126,9,Buenos Aires,9,,,,,,,
27/8/2021,541,,,CABA,,5163747,346,111131,5,CABA,5,,,,,,,
27/8/2021,541,,,Catamarca,,5163941,194,111131,,,,,,,,,,
27/8/2021,541,,,Chaco,,5164086,145,111133,2,Chaco,2,,,,,,,
27/8/2021,541,,,Chubut,,5164250,164,111134,1,Chubut,1,,,,,,,
27/8/2021,541,,,Córdoba,,5165189,939,111153,19,Córdoba,19,,,,,,,
27/8/2021,541,,,Corrientes,,5165201,12,111168,15,Corrientes,15,,,,,,,
27/8/2021,541,,,Entre Ríos,,5165323,122,111170,2,Entre Ríos,2,,,,,,,
27/8/2021,541,,,Formosa,,5165427,104,111172,2,Formosa,2,,,,,,,
27/8/2021,541,,,Jujuy,,5165517,90,111175,3,Jujuy,3,,,,,,,
27/8/2021,541,,,La Pampa,,5165618,101,111181,6,La Pampa,6,,,,,,,
27/8/2021,541,,,La Rioja,,5165701,83,111181,,,,,,,,,,
27/8/2021,541,,,Mendoza,,5165917,216,111192,11,Mendoza,11,,,,,,,
27/8/2021,541,,,Misiones,,5166015,98,111192,,,,,,,,,,
27/8/2021,541,,,Neuquén,,5166115,100,111194,2,Neuquén,2,,,,,,,
27/8/2021,541,,,Río Negro,,5166234,119,111198,4,Río Negro,4,,,,,,,
27/8/2021,541,,,Salta,,5166426,192,111220,22,Salta,22,,,,,,,
27/8/2021,541,,,San Juan,,5166492,66,111220,,,,,,,,,,
27/8/2021,541,,,San Luis,,5166554,62,111227,7,San Luis,7,,,,,,,
27/8/2021,541,,,Santa Cruz,,5166573,19,111229,2,Santa Cruz,2,,,,,,,
27/8/2021,541,,,Santa Fe,,5166860,287,111254,25,Santa Fe,25,,,,,,,
27/8/2021,541,,,Santiago del Estero,,5166985,125,111256,2,Santiago del Estero,2,,,,,,,
27/8/2021,541,,,Tierra del Fuego,,5167013,28,111257,1,Tierra del Fuego,1,,,,,,,
27/8/2021,541,,,Tucumán,,5167733,720,111270,13,Tucumán,13,,,,,,,
27/8/2021,541,,,Indeterminado,,5167733,0,111270,0,,,,,,,,,
28/8/2021,542,,,Buenos Aires,,5168639,906,111271,1,Buenos Aires,1,,,,,,,
28/8/2021,542,,,CABA,,5168967,328,111277,6,CABA,6,,,,,,,
28/8/2021,542,,,Catamarca,,5169036,69,111277,,,,,,,,,,
28/8/2021,542,,,Chaco,,5169093,57,111277,,,,,,,,,,
28/8/2021,542,,,Chubut,,5169210,117,111277,,,,,,,,,,
28/8/2021,542,,,Córdoba,,5169773,563,111291,14,Córdoba,14,,,,,,,
28/8/2021,542,,,Corrientes,,5169778,5,111298,7,Corrientes,7,,,,,,,
28/8/2021,542,,,Entre Ríos,,5169861,83,111299,1,Entre Ríos,1,,,,,,,
28/8/2021,542,,,Formosa,,5169954,93,111299,,,,,,,,,,
28/8/2021,542,,,Jujuy,,5170037,83,111299,,,,,,,,,,
28/8/2021,542,,,La Pampa,,5170111,74,111299,,,,,,,,,,
28/8/2021,542,,,La Rioja,,5170175,64,111299,,,,,,,,,,
28/8/2021,542,,,Mendoza,,5170318,143,111313,14,Mendoza,14,,,,,,,
28/8/2021,542,,,Misiones,,5170446,128,111313,,,,,,,,,,
28/8/2021,542,,,Neuquén,,5170511,65,111313,,,,,,,,,,
28/8/2021,542,,,Río Negro,,5170625,114,111314,1,Río Negro,1,,,,,,,
28/8/2021,542,,,Salta,,5170742,117,111320,6,Salta,6,,,,,,,
28/8/2021,542,,,San Juan,,5170838,96,111320,,,,,,,,,,
28/8/2021,542,,,San Luis,,5170919,81,111320,,,,,,,,,,
28/8/2021,542,,,Santa Cruz,,5170936,17,111320,,,,,,,,,,
28/8/2021,542,,,Santa Fe,,5171175,239,111324,4,Santa Fe,4,,,,,,,
28/8/2021,542,,,Santiago del Estero,,5171297,122,111324,,,,,,,,,,
28/8/2021,542,,,Tierra del Fuego,,5171318,21,111324,,,,,,,,,,
28/8/2021,542,,,Tucumán,,5171458,140,111324,,,,,,,,,,
28/8/2021,542,,,Indeterminado,,5171458,0,111324,0,,,,,,,,,
29/8/2021,543,,,Buenos Aires,,5171988,530,111325,1,Buenos Aires,1,,,,,,,
29/8/2021,543,,,CABA,,5172232,244,111327,2,CABA,2,,,,,,,
29/8/2021,543,,,Catamarca,,5172335,103,111327,,,,,,,,,,
29/8/2021,543,,,Chaco,,5172412,77,111328,1,Chaco,1,,,,,,,
29/8/2021,543,,,Chubut,,5172458,46,111328,,,,,,,,,,
29/8/2021,543,,,Córdoba,,5172660,202,111351,23,Córdoba,23,,,,,,,
29/8/2021,543,,,Corrientes,,5172661,1,111352,1,Corrientes,1,,,,,,,
29/8/2021,543,,,Entre Ríos,,5172700,39,111358,6,Entre Ríos,6,,,,,,,
29/8/2021,543,,,Formosa,,5172772,72,111361,3,Formosa,3,,,,,,,
29/8/2021,543,,,Jujuy,,5172815,43,111361,,,,,,,,,,
29/8/2021,543,,,La Pampa,,5172841,26,111361,,,,,,,,,,
29/8/2021,543,,,La Rioja,,5172887,46,111361,,,,,,,,,,
29/8/2021,543,,,Mendoza,,5172982,95,111372,11,Mendoza,11,,,,,,,
29/8/2021,543,,,Misiones,,5173078,96,111372,,,,,,,,,,
29/8/2021,543,,,Neuquén,,5173125,47,111372,,,,,,,,,,
29/8/2021,543,,,Río Negro,,5173161,36,111373,1,Río Negro,1,,,,,,,
29/8/2021,543,,,Salta,,5173201,40,111378,5,Salta,5,,,,,,,
29/8/2021,543,,,San Juan,,5173207,6,111379,1,San Juan,1,,,,,,,
29/8/2021,543,,,San Luis,,5173256,49,111379,,,,,,,,,,
29/8/2021,543,,,Santa Cruz,,5173266,10,111379,,,,,,,,,,
29/8/2021,543,,,Santa Fe,,5173379,113,111379,,,,,,,,,,
29/8/2021,543,,,Santiago del Estero,,5173457,78,111383,4,Santiago del Estero,4,,,,,,,
29/8/2021,543,,,Tierra del Fuego,,5173465,8,111383,,,,,,,,,,
29/8/2021,543,,,Tucumán,,5173531,66,111383,,,,,,,,,,
29/8/2021,543,,,Indeterminado,,5173531,0,111383,0,,,,,,,,,
30/8/2021,544,,,Buenos Aires,,5174729,1198,111425,42,Buenos Aires,42,,,,,,,
30/8/2021,544,,,CABA,,5175006,277,111435,10,CABA,10,,,,,,,
30/8/2021,544,,,Catamarca,,5175116,110,111437,2,Catamarca,2,,,,,,,
30/8/2021,544,,,Chaco,,5175206,90,111444,7,Chaco,7,,,,,,,
30/8/2021,544,,,Chubut,,5175272,66,111446,2,Chubut,2,,,,,,,
30/8/2021,544,,,Córdoba,,5176153,881,111463,17,Córdoba,17,,,,,,,
30/8/2021,544,,,Corrientes,,5176165,12,111476,13,Corrientes,13,,,,,,,
30/8/2021,544,,,Entre Ríos,,5176201,36,111485,9,Entre Ríos,9,,,,,,,
30/8/2021,544,,,Formosa,,5176283,82,111485,,,,,,,,,,
30/8/2021,544,,,Jujuy,,5176341,58,111487,2,Jujuy,2,,,,,,,
30/8/2021,544,,,La Pampa,,5176405,64,111487,,,,,,,,,,
30/8/2021,544,,,La Rioja,,5176458,53,111487,,,,,,,,,,
30/8/2021,544,,,Mendoza,,5176696,238,111506,19,Mendoza,19,,,,,,,
30/8/2021,544,,,Misiones,,5176781,85,111508,2,Misiones,2,,,,,,,
30/8/2021,544,,,Neuquén,,5176858,77,111514,6,Neuquén,6,,,,,,,
30/8/2021,544,,,Río Negro,,5176985,127,111518,4,Río Negro,4,,,,,,,
30/8/2021,544,,,Salta,,5177103,118,111531,13,Salta,13,,,,,,,
30/8/2021,544,,,San Juan,,5177980,877,111533,2,San Juan,2,,,,,,,
30/8/2021,544,,,San Luis,,5178047,67,111543,10,San Luis,10,,,,,,,
30/8/2021,544,,,Santa Cruz,,5178078,31,111545,2,Santa Cruz,2,,,,,,,
30/8/2021,544,,,Santa Fe,,5178376,298,111566,21,Santa Fe,21,,,,,,,
30/8/2021,544,,,Santiago del Estero,,5178468,92,111567,1,Santiago del Estero,1,,,,,,,
30/8/2021,544,,,Tierra del Fuego,,5178481,13,111568,1,Tierra del Fuego,1,,,,,,,
30/8/2021,544,,,Tucumán,,5178889,408,111607,39,Tucumán,39,,,,,,,
30/8/2021,544,,,Indeterminado,,5178889,0,111607,0,,,,,,,,,
31/8/2021,545,,,Buenos Aires,,5180515,1626,111653,46,Buenos Aires,46,,,,,,,
31/8/2021,545,,,CABA,,5180842,327,111653,,,,,,,,,,
31/8/2021,545,,,Catamarca,,5181059,217,111654,1,Catamarca,1,,,,,,,
31/8/2021,545,,,Chaco,,5181171,112,111656,2,Chaco,2,,,,,,,
31/8/2021,545,,,Chubut,,5181356,185,111656,,,,,,,,,,
31/8/2021,545,,,Córdoba,,5182419,1063,111680,24,Córdoba,24,,,,,,,
31/8/2021,545,,,Corrientes,,5183097,678,111692,12,Corrientes,12,,,,,,,
31/8/2021,545,,,Entre Ríos,,5183307,210,111698,6,Entre Ríos,6,,,,,,,
31/8/2021,545,,,Formosa,,5183392,85,111698,,,,,,,,,,
31/8/2021,545,,,Jujuy,,5183470,78,111698,,,,,,,,,,
31/8/2021,545,,,La Pampa,,5183536,66,111701,3,La Pampa,3,,,,,,,
31/8/2021,545,,,La Rioja,,5183586,50,111702,1,La Rioja,1,,,,,,,
31/8/2021,545,,,Mendoza,,5183912,326,111718,16,Mendoza,16,,,,,,,
31/8/2021,545,,,Misiones,,5183984,72,111727,9,Misiones,9,,,,,,,
31/8/2021,545,,,Neuquén,,5184075,91,111743,16,Neuquén,16,,,,,,,
31/8/2021,545,,,Río Negro,,5184182,107,111747,4,Río Negro,4,,,,,,,
31/8/2021,545,,,Salta,,5184359,177,111749,2,Salta,2,,,,,,,
