Category,Sub_Category,Product_Name,Unit_Price,Quantity,Sales,Product_URL
Electronics,Phones,"Apple iPhone 8, GSM Unlocked, 256GB - Space Gray",549.99,0,0.0,https://www.amazon.com/Apple-iPhone-GSM-Unlocked-256GB/dp/B07753NSQZ
Electronics,Phones,"Apple iPhone 8 Plus, GSM Unlocked, 64GB - Gold",479.99,0,0.0,https://www.amazon.com/Apple-iPhone-Plus-Unlocked-64GB/dp/B07752FPVQ
Electronics,Phones,Samsung Galaxy Note 8 N950 Factory Unlocked Phone 64GB Midnight Black,309.1,0,0.0,https://www.amazon.com/Samsung-Unlocked-Midnight-Certified-Refurbished/dp/B076XLLCQC
Electronics,Phones,"Apple iPhone 8 4.7"", 256 GB, Fully Unlocked, Space Gray",549.99,0,0.0,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-256GB/dp/B07759W12Z
Electronics,Phones,Apple iPad Mini 4 64gb Space Gray,399.99,0,0.0,https://www.amazon.com/Apple-iPad-Mini-Space-Refurbished/dp/B0728HMXFD
Electronics,Phones,"Sony Xperia XZ Premium - Unlocked Smartphone - 5.5"", 64GB - Dual SIM - Pink",667.16,0,0.0,https://www.amazon.com/Sony-Xperia-XZ-Premium-Smartphone/dp/B06Y2GX8K8
Electronics,Phones,Samsung Galaxy S8 G950U 64GB AT&T GSM Unlocked Phone - Orchid Grey,910.37,0,0.0,https://www.amazon.com/Samsung-Galaxy-G950U-Unlocked-Phone/dp/B06Y17BL9Y
Electronics,Phones,"Apple iPhone SE, 64GB, Gold - For AT&T / T-Mobile",329.99,0,0.0,https://www.amazon.com/Apple-iPhone-SE-Unlocked-64GB/dp/B01L1BOQTW
Electronics,Phones,Samsung Galaxy S7 SM-G930F 32GB Factory Unlocked GSM 4G LTE Single Sim Smartphone,319.99,0,0.0,https://www.amazon.com/Samsung-SM-G930F-Factory-Unlocked-Smartphone/dp/B01J6MS6Z8
Electronics,Phones,"Samsung Galaxy S7 Edge unlocked smartphone, 32 GB Silver",355.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-unlocked-smartphone-Warranty/dp/B01HFD0XJM
Electronics,Phones,"Apple iPhone 6S, GSM Unlocked, 64GB - Rose Gold",659.99,0,0.0,https://www.amazon.com/Apple-iPhone-6S-Unlocked-64GB/dp/B01CR1FQMG
Electronics,Phones,Samsung Galaxy S7 G930F 32GB Factory Unlocked GSM Smartphone - International Version - Titanium Silver,319.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-S7-Smartphone-International/dp/B01CJU9126
Electronics,Phones,PowerGen Dual USB Car Charger,7.992000000000001,1,7.992000000000001,
Electronics,Phones,Google Pixel XL,399.99,0,0.0,https://www.amazon.com/Google-Display-Factory-Unlocked-Verizon/dp/B01N2HPFWK
Electronics,Phones,"Samsung Galaxy GS7 Edge, Gold 32GB",671.46,0,0.0,https://www.amazon.com/Samsung-Galaxy-GS7-Edge-Wireless/dp/B01CJ3SF02
Electronics,Phones,"Samsung Galaxy S6 Active, 32 GB , Grey",516.43,0,0.0,https://www.amazon.com/Samsung-Galaxy-S6-Active-Grey/dp/B00ZE8HRYK
Electronics,Phones,Samsung Galaxy S6 Edge G925F 32GB Unlocked Phone - Retail Packaging - Black Sapphire,339.47,0,0.0,https://www.amazon.com/Samsung-Galaxy-G925F-Unlocked-Phone/dp/B00WIYFBWI
Electronics,Phones,"Samsung Galaxy Mega 2, Brown Black 16GB",494.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-Mega-Brown-Black/dp/B00N532DU4
Electronics,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,119.0,9,1071.0,
Electronics,Phones,"Samsung Galaxy Alpha, Charcoal Black 32GB",339.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-Alpha-Charcoal-Black/dp/B00N532C1E
Electronics,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99,8,239.92,
Electronics,Phones,Samsung Galaxy S7 Edge SM-G935F 32GB,323.98,0,0.0,https://www.amazon.com/Samsung-SM-G935F-Factory-Unlocked-Smartphone/dp/B01C5OIINO
Electronics,Phones,Google Pixel 2 XL Unlocked,369.99,0,0.0,https://www.amazon.com/Google-Pixel-Unlocked-Only-CDMA/dp/B077WSVG4Z
Electronics,Accessories,Logitech P710e Mobile Speakerphone,257.49,5,1287.45,
Electronics,Phones,"Apple iPhone 7, 128GB, Gold - For AT&T / T-Mobile",399.99,0,0.0,https://www.amazon.com/Apple-iPhone-GSM-Unlocked-128GB/dp/B01N9YO1DS
Electronics,Phones,"Samsung Galaxy S8+ 64GB Factory Unlocked Smartphone - 6.2"" Screen - US Version",589.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B06Y16RL4W
Electronics,Phones,Motorola L703CM,124.79200000000002,4,499.16800000000006,
Electronics,Phones,"Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version",499.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06Y15D6RP
Electronics,Phones,AT&T 1080 Corded phone,109.59200000000001,2,219.18400000000003,
Electronics,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,59.992,7,419.94399999999996,
Electronics,Accessories,Logitech G602 Wireless Gaming Mouse,63.992,3,191.976,
Electronics,Phones,"Apple iPhone 7 Plus, 32GB, Rose Gold - For AT&T / T-Mobile",449.99,0,0.0,https://www.amazon.com/Apple-iPhone-Plus-Unlocked-32GB/dp/B01N6ZAR0D
Electronics,Phones,Samsung Galaxy S8 64GB Unlocked Phone - US Version,409.0,0,0.0,https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06Y15D68F
Electronics,Phones,Polycom SoundPoint Pro SE-225 Corded phone,71.39399999999999,4,285.57599999999996,
Electronics,Accessories,Memorex Micro Travel Drive 4 GB,10.6,3,31.799999999999997,
Electronics,Phones,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black,339.0,0,0.0,https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B06XS4978K
Electronics,Phones,Apple iPhone 7 Plus 32GB Unlocked GSM Phone - Rose Gold,324.99,0,0.0,https://www.amazon.com/Apple-iPhone-Plus-a1661-Renewed/dp/B06XS2X4XL
Electronics,Phones,Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black,389.99,0,0.0,https://www.amazon.com/Apple-iPhone-256GB-Unlocked-Quad-Core/dp/B06XRJXL3R
Electronics,Phones,Apple iPhone 7 Plus 128GB Unlocked GSM 4G LTE Quad-Core Smartphone w/ Dual 12MP Camera - Black,389.95,0,0.0,https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B06X9FGTMN
Electronics,Phones,Samsung Galaxy S8 64GB Factory Unlocked Smartphone - US Version,499.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B06Y14T5YW
Electronics,Phones,"Sony Xperia XA2 Ultra Factory Unlocked Phone - 6"" Screen - 32GB - Blue",399.99,0,0.0,https://www.amazon.com/Sony-Xperia-Ultra-Factory-Unlocked/dp/B077ZKKBDB
Electronics,Phones,Samsung Galaxy Note8 N950U 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,899.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-Unlocked-Android-Megapixel/dp/B07536MYBQ
Electronics,Phones,Samsung Galaxy S9 Plus Verizon + GSM Unlocked 64GB Lilac Purple,349.99,0,0.0,https://www.amazon.com/Samsung-Verizon-Unlocked-Certified-Refurbished/dp/B07BFCFDXG
Electronics,Phones,"Apple iPhone 8 256GB GSM Unlocked Phone, Gold",436.0,0,0.0,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-256GB/dp/B079RWXLBL
Electronics,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,10.392000000000001,3,31.176000000000002,
Electronics,Phones,Samsung Galaxy S8 SM-G950U 64GB for AT&T,349.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-SM-G950U-Certified-Refurbished/dp/B078YXKQSJ
Electronics,Phones,"Sony Xperia XZ2 Compact Unlocked Smartphone - 5"" Screen - 64GB - Coral Pink",459.0,0,0.0,https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/dp/B07B81WJRQ
Electronics,Phones,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Midnight Blue",414.99,0,0.0,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B078T2T2FL
Electronics,Phones,iHome FM Clock Radio with Lightning Dock,41.99399999999999,2,83.98799999999999,
Electronics,Phones,Samsung Galaxy Note 8 SM-N950U 64GB AT&T - Orchid Grey,449.94,0,0.0,https://www.amazon.com/Samsung-Galaxy-Note-64GB-Orchid/dp/B07BFPDGNX
Electronics,Phones,"Samsung Galaxy S9 Sm-G9600 Dual Sim 5.8"" Super Amoled, 64GB, 4 GB RAM, Factory Unlocked - No Warranty Midnight Black",692.14,0,0.0,https://www.amazon.com/Samsung-Galaxy-SM-G9600-Factory-Unlocked/dp/B07BHT4KGM
Electronics,Accessories,Logitech P710e Mobile Speakerphone,257.49,5,1287.45,
Electronics,Phones,"Sony Xperia XZ2 Unlocked Smarphone - Dual SIM - 5.7"" Screen - 64GB - Liquid Silver",477.5,0,0.0,https://www.amazon.com/Sony-Xperia-XZ2-Unlocked-Smarphone/dp/B07B82VTX5
Electronics,Phones,Samsung Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera - Midnight Black,599.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-S9-Unlocked-Smartphone/dp/B079H6RLKQ
Electronics,Phones,Apple iPhone 8 Plus a1897 Gold 64GB GSM Unlocked,599.99,0,0.0,https://www.amazon.com/Apple-iPhone-a1897-Unlocked-Renewed/dp/B078P23KVB
Electronics,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",119.99200000000002,2,239.98400000000004,
Electronics,Phones,Google Pixel 2 64GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Kinda Blue,499.0,0,0.0,https://www.amazon.com/Google-Unlocked-Octa-Core-12-2MP-Camera/dp/B078KGP5K5
Electronics,Phones,Samsung Galaxy S9 AT&T Locked - 64gb -,449.99,0,0.0,https://www.amazon.com/Samsung-Galaxy-S9-AT-Locked/dp/B07BBT5MMD
Electronics,Phones,Samsung Galaxy Note 8 64GB Verizon - Midnight Black,359.0,0,0.0,https://www.amazon.com/Samsung-Galaxy-Note8-64GB-Verizon/dp/B078JR6L2S
Electronics,Accessories,Microsoft Natural Keyboard Elite,47.904,1,47.904,
Home & Kitchen,Kids' Home Store,Funko Pop! Disney: Lion King Live Action - Simba,5.9,0,0.0,https://www.amazon.com/Funko-Pop-Disney-Action-Simba/dp/B07KPSBXR3
Industrial & Scientific,Science Education,Anatomy and Injuries of The Hand and Wrist Anatomical Chart,13.99,0,0.0,https://www.amazon.com/Anatomy-Injuries-Wrist-Anatomical-Chart/dp/1587799138
Industrial & Scientific,Science Education,"American Educational Examining Crime Scene Investigation Forensics Poster, 38"" Length x 27"" Width",18.82,0,0.0,https://www.amazon.com/American-Educational-Examining-Investigation-Forensics/dp/B005QEH11G
Industrial & Scientific,Science Education,"HEALTH EDCO W43150 Prenatal Care Flip Chart, 12"" Length x 17"" Height",91.0,0,0.0,https://www.amazon.com/HEALTH-EDCO-W43150-Prenatal-Length/dp/B005OSX6Q8
Industrial & Scientific,Science Education,hand2mind Large Barn Owl Pellets (Pack of 50),195.95,0,0.0,https://www.amazon.com/hand2mind-Large-Barn-Pellets-Pack/dp/B008AK6NVM
Industrial & Scientific,Science Education,"Sax True Flow Spectrum Watercolor Paint Brushes, Flat, Assorted Sizes, Set of 5",19.05,0,0.0,https://www.amazon.com/Sax-Spectrum-Watercolor-Brushes-Assorted/dp/B0042ST070
Industrial & Scientific,Science Education,"Book Plus Bee Life Cycle Foam Model, 10"" x 14.5"" x 0.75"" Size",25.95,0,0.0,https://www.amazon.com/Book-Plus-Life-Cycle-Model/dp/B008HVLA30
Industrial & Scientific,Science Education,"Sax True Flow Underglaze, Dragon Red, 1 Pint",20.04,0,0.0,https://www.amazon.com/Sax-True-Flow-Underglaze-Dragon/dp/B007VEP8Z0
Industrial & Scientific,Science Education,"3B Scientific VR1334L Glossy Laminated Paper Human Heart Anatomy and Physiology Chart, Poster Size 20"" Width x 26"" Height",21.0,0,0.0,https://www.amazon.com/3B-Scientific-VR1334L-Laminated-Physiology/dp/B005DTGN0O
Industrial & Scientific,Science Education,"Sax Versatemp Heavy-Bodied Tempera Paint, Magenta, 1 Pint",9.99,0,0.0,https://www.amazon.com/Sax-Versatemp-Heavy-Bodied-Tempera-Magenta/dp/B00BD60YLK
Industrial & Scientific,Science Education,American Educational School Days Forecast Wall Chart,17.71,0,0.0,https://www.amazon.com/American-Educational-School-Forecast-Chart/dp/B00657UWPU
Industrial & Scientific,Science Education,"3B Scientific V2041U Bacteria Anatomical Chart, without Wooden Rods, Oversize Poster, 33.1"" Width x 46.5"" Height",21.0,0,0.0,https://www.amazon.com/3B-Scientific-V2041U-Bacteria-Anatomical/dp/B005DTJ6H6
Industrial & Scientific,Science Education,"Frey Scientific 588850 Laminated Frog Dissection Mat, 9.75 x 16"" Size",13.47,0,0.0,https://www.amazon.com/Frey-Scientific-588850-Laminated-Dissection/dp/B008C4Q6HW
Industrial & Scientific,Science Education,"Sax True Flow Colorburst Glaze, Carnivale, 1 Pint",22.71,0,0.0,https://www.amazon.com/Sax-True-Colorburst-Glaze-Carnivale/dp/B00BC8D8V2
Industrial & Scientific,Science Education,"HEALTH EDCO W43188 What You Should Know About STDs Folding Display, 58"" Length x 22-1/2"" Height Opened",107.0,0,0.0,https://www.amazon.com/HEALTH-EDCO-W43188-Folding-Display/dp/B005OSXFDW
Industrial & Scientific,Science Education,"3B Scientific VR1295L Glossy Laminated Paper Skin Cancer Anatomical Chart, Poster Size 20"" Width x 26"" Height",21.0,0,0.0,https://www.amazon.com/3B-Scientific-VR1295L-Laminated-Anatomical/dp/B005DTGLJM
Industrial & Scientific,Science Education,"3B Scientific VR1251L Glossy Laminated Paper Rhinitis and Sinusitis Anatomical Chart, Poster Size 20"" Width x 26"" Height",21.0,0,0.0,https://www.amazon.com/3B-Scientific-VR1251L-Laminated-Anatomical/dp/B005DTGHZA
Industrial & Scientific,Science Education,"3B Scientific VR1792L Glossy UV Resistant Laminated Paper Alcohol Dependence Anatomical Chart, Poster Size 20"" Width x 26"" Height",21.0,0,0.0,https://www.amazon.com/3B-Scientific-VR1792L-Dependence-Anatomical/dp/B005DTH6KA
Industrial & Scientific,Science Education,"HEALTH EDCO W43147 Consequences of An Inactive Lifestyle 3D Display, 28"" Length x 27"" Height Opened",353.0,0,0.0,https://www.amazon.com/HEALTH-EDCO-W43147-Consequences-Lifestyle/dp/B005OSX67W
Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,169.99,5,849.95,
Office Supplies,Binders,Wilson Jones Impact Binders,5.18,2,10.36,
Office Supplies,Paper,Xerox 1934,55.98,5,279.9,
Office Supplies,Paper,Xerox 217,5.184000000000001,4,20.736000000000004,
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,3.6639999999999993,6,21.983999999999995,
Office Supplies,Appliances,Holmes Odor Grabber,14.42,7,100.94,
Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",7.040000000000001,5,35.2,
Office Supplies,Binders,JM Magazine Binder,13.208000000000004,3,39.62400000000001,
Office Supplies,Binders,GBC Instant Report Kit,1.9410000000000003,2,3.8820000000000006,
Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,38.432,3,115.296,
Office Supplies,Binders,Insertable Tab Indexes For Data Binders,0.9540000000000002,2,1.9080000000000004,
Office Supplies,Binders,GBC Linen Binding Covers,6.195999999999999,7,43.37199999999999,
Office Supplies,Art,BIC Liqua Brite Liner,6.94,4,27.76,
Office Supplies,Paper,Easy-staple paper,26.38,2,52.76,
Office Supplies,Paper,Things To Do Today Spiral Book,6.336,4,25.344,
Office Supplies,Paper,Xerox 1905,6.48,6,38.88,
Office Supplies,Paper,Xerox 1963,5.28,5,26.400000000000002,
Office Supplies,Labels,Avery File Folder Labels,2.304,5,11.52,
Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",3.67,3,11.01,
Office Supplies,Art,Newell 328,5.84,4,23.36,
Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,11.54,1,11.54,
Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,4,59.92,
Office Supplies,Binders,Acco 3-Hole Punch,3.504,4,14.016,
Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,2.66,2,5.32,
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,12.195999999999996,6,73.17599999999997,
Office Supplies,Binders,Storex Dura Pro Binders,1.1879999999999997,1,1.1879999999999997,
Office Supplies,Paper,Xerox 230,6.480000000000001,5,32.400000000000006,
Office Supplies,Storage,Tennsco Commercial Shelving,16.272000000000002,3,48.816,
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,3.6639999999999993,5,18.319999999999997,
Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,21.98,4,87.92,
Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.424000000000003,1,22.424000000000003,
Office Supplies,Binders,GBC Instant Report Kit,1.2939999999999996,9,11.645999999999997,
Office Supplies,Binders,Vinyl Sectional Post Binders,30.160000000000007,3,90.48000000000002,
Office Supplies,Fasteners,OIC Thumb-Tacks,0.9119999999999999,2,1.8239999999999998,
Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,42.76,
Office Supplies,Paper,Xerox 1919,32.792,7,229.544,
Office Supplies,Paper,Xerox 1887,15.176,3,45.528,
Office Supplies,Art,Newell 326,1.76,4,7.04,
Office Supplies,Labels,Avery File Folder Labels,2.8800000000000003,3,8.64,
Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",7.984,5,39.92,
Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,114.96999999999998,3,344.90999999999997,
Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,51.184,11,563.024,
Office Supplies,Paper,Array Memo Cubes,5.18,6,31.08,
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.4400000000000002,7,10.080000000000002,
Office Supplies,Art,Newell 307,1.4560000000000002,7,10.192000000000002,
Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,100.98,7,706.86,
Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,48.784,5,243.92,
Office Supplies,Supplies,Acme Value Line Scissors,3.65,2,7.3,
Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,3,22.830000000000002,
Office Supplies,Paper,Xerox 1924,4.6240000000000006,6,27.744000000000003,
Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",1.8990000000000002,2,3.7980000000000005,
Office Supplies,Paper,Xerox 201,6.48,2,12.96,
Office Supplies,Binders,Avery Hole Reinforcements,4.984000000000001,4,19.936000000000003,
Office Supplies,Paper,Xerox 1951,30.98,2,61.96,
Office Supplies,Art,Prang Dustless Chalk Sticks,1.6800000000000002,5,8.4,
Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.7439999999999998,1,3.7439999999999998,
Office Supplies,Appliances,Hoover Commercial SteamVac,13.58,4,54.32,
Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",6.17,7,43.19,
Office Supplies,Binders,Avery Hole Reinforcements,6.23,3,18.69,
Office Supplies,Paper,Xerox 1891,48.91,5,244.54999999999998,
Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,46.89000000000001,3,140.67000000000002,
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,4.648,2,9.296,
Office Supplies,Labels,Round Specialty Laser Printer Labels,12.53,5,62.65,
Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,5,64.4,
Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.9280000000000004,7,27.496000000000002,
Office Supplies,Paper,Xerox 1917,48.91,9,440.18999999999994,
Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,0.7920000000000001,4,3.1680000000000006,
Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,2,47.3,
Office Supplies,Art,Newell Chalk Holder,4.13,3,12.39,
Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",30.98,4,123.92,
Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,3,242.94,
Office Supplies,Labels,Avery 473,10.35,5,51.75,
Office Supplies,Binders,GBC VeloBinder Manual Binding System,28.792,6,172.752,
Office Supplies,Envelopes,Airmail Envelopes,67.144,4,268.576,
Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",4.13,2,8.26,
Office Supplies,Storage,Fellowes Super Stor/Drawer Files,129.24,2,258.48,
Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,98.392,6,590.352,
Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",2.15,2,4.3,
Office Supplies,Fasteners,"Super Bands, 12/Pack",1.86,3,5.58,
Office Supplies,Art,Newell 318,2.2239999999999998,4,8.895999999999999,
Office Supplies,Storage,Space Solutions Commercial Steel Shelving,64.65,7,452.55000000000007,
Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,4,17.64,
Office Supplies,Paper,Xerox 1942,48.94,4,195.76,
Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,3,21.81,
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,91.6,
Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",110.98,3,332.94,
Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.88,2,17.76,
Office Supplies,Binders,Vinyl Sectional Post Binders,30.160000000000007,3,90.48000000000002,
Office Supplies,Supplies,Staple remover,2.9440000000000004,3,8.832,
Office Supplies,Paper,Xerox 1888,44.384,4,177.536,
Office Supplies,Binders,"SlimView Poly Binder, 3/8""",1.554,4,6.216,
Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,7.611999999999998,2,15.223999999999997,
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,2,11.76,
Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1,2.88,
Office Supplies,Binders,GBC ProClick Punch Binding System,63.98,2,127.96,
Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,55.29,4,221.16,
Office Supplies,Art,Newell 326,1.76,2,3.52,
Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,3.95,2,7.9,
Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,9.31,3,27.93,
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",110.512,2,221.024,
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",3.07,3,9.209999999999999,
Office Supplies,Labels,Avery 483,4.98,2,9.96,
Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",5.849999999999999,6,35.099999999999994,
Office Supplies,Art,Staples in misc. colors,7.58,1,7.58,
Office Supplies,Storage,Iris Project Case,6.384,2,12.768,
Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,40.98,7,286.85999999999996,
Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,80.784,2,161.568,
Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,4.064,
Office Supplies,Art,Newell 328,5.84,2,11.68,
Office Supplies,Binders,Heavy-Duty E-Z-D Binders,3.2730000000000006,1,3.2730000000000006,
Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,3,130.71,
Office Supplies,Binders,Avery Durable Poly Binders,1.1059999999999999,10,11.059999999999999,
Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,154.536,5,772.6800000000001,
Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,3.936,5,19.68,
Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744,6,70.464,
Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",155.06,2,310.12,
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1.1430000000000002,5,5.715000000000002,
Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,5,166.45,
Office Supplies,Art,Newell 348,2.624,2,5.248,
Office Supplies,Storage,Safco Commercial Shelving,37.208,2,74.416,
Office Supplies,Art,Newell 347,4.28,8,34.24,
Office Supplies,Paper,Xerox 1927,3.4240000000000004,2,6.848000000000001,
Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,179.184,5,895.92,
Office Supplies,Supplies,Staple remover,2.18,2,4.36,
Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,3,166.44,
Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312000000000001,2,14.624000000000002,
Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,6.168,4,24.672,
Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,48.784,4,195.136,
Office Supplies,Paper,Xerox 1883,26.38,3,79.14,
Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.78400000000002,8,2022.2720000000002,
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,70.98,1,70.98,
Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,3,194.35200000000003,
Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",3.6,6,21.6,
Office Supplies,Binders,Clear Mylar Reinforcing Strips,14.952000000000002,8,119.61600000000001,
Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,1,8.57,
Office Supplies,Labels,Avery 52,3.69,3,11.07,
Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",2.608,5,13.040000000000001,
Office Supplies,Fasteners,Staples,2.92,4,11.68,
Office Supplies,Art,Newell 339,2.78,3,8.34,
Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,254.19799999999995,6,1525.1879999999996,
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,2,137.62,
Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,28.784000000000002,3,86.352,
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,4,30.56,
Office Supplies,Paper,Xerox 1996,5.184000000000001,4,20.736000000000004,
Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,9.120000000000001,3,27.360000000000003,
Office Supplies,Paper,Easy-staple paper,55.98,3,167.94,
